driver_id,rider_id,route_overlap,detour_km,time_overlap_min,pref_match,trust_score,pickup_distance_km,compatibility_score,label
USR_D111655_DRIVER,USR_RIDER_111655,0.3498,4.402,23.1,1.0,4.3,1.151,0.4392,0
USR_D111656_DRIVER,USR_RIDER_111656,0.2461,1.124,33.0,1.0,3.737,0.893,0.6301,1
USR_D111657_DRIVER,USR_RIDER_111657,0.6937,3.1,1.4,1.0,3.665,0.845,0.5945,1
USR_D111658_DRIVER,USR_RIDER_111658,0.1801,5.887,29.6,1.0,4.876,0.855,0.4775,0
USR_D111659_DRIVER,USR_RIDER_111659,0.7188,5.499,17.6,1.0,4.182,2.678,0.5918,1
USR_D111660_DRIVER,USR_RIDER_111660,0.7719,0.435,41.3,1.0,4.693,1.976,0.8502,1
USR_D111661_DRIVER,USR_RIDER_111661,0.8191,1.605,60.0,1.0,3.899,0.671,0.8608,1
USR_D111662_DRIVER,USR_RIDER_111662,0.8421,0.097,51.4,1.0,4.075,2.328,0.7912,1
USR_D111663_DRIVER,USR_RIDER_111663,0.3315,1.03,26.3,1.0,3.501,0.129,0.5424,0
USR_D111664_DRIVER,USR_RIDER_111664,0.5194,3.118,10.0,1.0,4.026,1.314,0.5819,1
USR_D111665_DRIVER,USR_RIDER_111665,0.1332,1.756,0.0,0.0,3.88,0.99,0.3193,0
USR_D111666_DRIVER,USR_RIDER_111666,0.4985,1.909,45.2,0.0,4.9,1.478,0.5558,1
USR_D111667_DRIVER,USR_RIDER_111667,0.4626,1.161,14.2,0.0,3.76,3.493,0.4319,0
USR_D111668_DRIVER,USR_RIDER_111668,0.5813,1.052,28.0,1.0,4.155,0.789,0.6635,1
USR_D111669_DRIVER,USR_RIDER_111669,0.0298,2.344,18.9,1.0,4.257,2.032,0.416,0
USR_D111670_DRIVER,USR_RIDER_111670,0.6185,2.667,7.8,0.0,4.489,1.214,0.4558,0
USR_D111671_DRIVER,USR_RIDER_111671,0.2858,3.726,0.0,0.0,4.929,0.172,0.2534,0
USR_D111672_DRIVER,USR_RIDER_111672,0.4558,3.309,44.2,0.0,4.525,0.108,0.5129,0
USR_D111673_DRIVER,USR_RIDER_111673,0.3116,3.653,40.9,1.0,3.9,1.86,0.5915,1
USR_D111674_DRIVER,USR_RIDER_111674,0.4708,3.987,30.5,1.0,3.954,1.691,0.6457,1
USR_D111675_DRIVER,USR_RIDER_111675,0.1886,3.475,0.0,1.0,4.823,2.274,0.3721,0
USR_D111676_DRIVER,USR_RIDER_111676,0.4333,7.525,0.0,0.0,4.385,3.493,0.1844,0
USR_D111677_DRIVER,USR_RIDER_111677,0.4772,1.866,6.8,1.0,3.956,0.22,0.5789,1
USR_D111678_DRIVER,USR_RIDER_111678,0.6046,2.065,4.4,1.0,3.94,0.793,0.5586,1
USR_D111679_DRIVER,USR_RIDER_111679,0.483,3.353,28.6,1.0,4.059,1.164,0.5673,1
USR_D111680_DRIVER,USR_RIDER_111680,0.5838,2.364,40.2,0.0,4.0,2.255,0.5194,0
USR_D111681_DRIVER,USR_RIDER_111681,0.4997,4.325,20.8,0.0,4.468,0.888,0.3804,0
USR_D111682_DRIVER,USR_RIDER_111682,0.3548,0.753,48.9,0.0,4.297,1.176,0.6045,1
USR_D111683_DRIVER,USR_RIDER_111683,0.3843,1.711,24.9,0.0,4.335,0.47,0.5016,0
USR_D111684_DRIVER,USR_RIDER_111684,0.2893,1.005,40.8,0.0,3.782,1.754,0.4934,0
USR_D111685_DRIVER,USR_RIDER_111685,0.3215,4.352,39.8,0.0,3.576,1.965,0.4467,0
USR_D111686_DRIVER,USR_RIDER_111686,0.3691,0.064,27.1,1.0,4.78,1.695,0.67,1
USR_D111687_DRIVER,USR_RIDER_111687,0.3053,2.489,31.2,0.0,4.51,1.905,0.4693,0
USR_D111688_DRIVER,USR_RIDER_111688,0.6499,2.212,20.4,1.0,4.043,2.132,0.694,1
USR_D111689_DRIVER,USR_RIDER_111689,0.4975,0.783,11.0,1.0,4.39,0.131,0.6256,1
USR_D111690_DRIVER,USR_RIDER_111690,0.64,0.365,16.9,0.0,4.436,0.472,0.6115,1
USR_D111691_DRIVER,USR_RIDER_111691,0.3944,3.22,13.8,1.0,3.478,0.707,0.4854,0
USR_D111692_DRIVER,USR_RIDER_111692,0.4068,7.499,10.8,1.0,4.114,0.847,0.3989,0
USR_D111693_DRIVER,USR_RIDER_111693,0.2361,2.655,30.6,1.0,4.427,0.733,0.43,0
USR_D111694_DRIVER,USR_RIDER_111694,0.1745,2.192,38.6,0.0,4.611,0.443,0.5023,0
USR_D111695_DRIVER,USR_RIDER_111695,0.7805,0.072,18.0,0.0,4.221,1.962,0.7213,1
USR_D111696_DRIVER,USR_RIDER_111696,0.471,2.581,17.8,0.0,3.662,1.161,0.4661,0
USR_D111697_DRIVER,USR_RIDER_111697,0.3088,4.122,38.4,1.0,3.906,2.462,0.5342,0
USR_D111698_DRIVER,USR_RIDER_111698,0.3912,1.873,6.6,0.0,4.012,2.998,0.3438,0
USR_D111699_DRIVER,USR_RIDER_111699,0.3809,4.658,36.5,0.0,3.505,0.869,0.4389,0
USR_D111700_DRIVER,USR_RIDER_111700,0.4845,3.106,39.2,1.0,3.856,1.506,0.5576,1
USR_D111701_DRIVER,USR_RIDER_111701,0.6176,2.387,11.2,0.0,4.479,0.294,0.5425,0
USR_D111702_DRIVER,USR_RIDER_111702,0.4436,2.55,9.2,1.0,4.161,1.015,0.6014,1
USR_D111703_DRIVER,USR_RIDER_111703,0.3438,1.277,8.1,1.0,4.032,1.789,0.536,0
USR_D111704_DRIVER,USR_RIDER_111704,0.8397,6.724,24.7,1.0,3.409,0.002,0.6821,1
USR_D111705_DRIVER,USR_RIDER_111705,0.7674,0.769,32.6,0.0,4.123,0.104,0.7121,1
USR_D111706_DRIVER,USR_RIDER_111706,0.4091,0.71,15.8,1.0,4.081,2.372,0.5987,1
USR_D111707_DRIVER,USR_RIDER_111707,0.2777,0.585,25.7,1.0,3.935,0.868,0.5991,1
USR_D111708_DRIVER,USR_RIDER_111708,0.6412,3.96,0.0,1.0,4.294,2.328,0.5472,0
USR_D111709_DRIVER,USR_RIDER_111709,0.2469,2.955,12.2,1.0,3.565,2.874,0.3874,0
USR_D111710_DRIVER,USR_RIDER_111710,0.4127,2.184,9.2,1.0,3.49,2.653,0.5054,0
USR_D111711_DRIVER,USR_RIDER_111711,0.2769,2.598,0.0,1.0,4.892,0.429,0.5901,1
USR_D111712_DRIVER,USR_RIDER_111712,0.4668,4.996,12.6,0.0,4.363,1.322,0.4377,0
USR_D111713_DRIVER,USR_RIDER_111713,0.8519,0.105,22.4,0.0,4.191,2.013,0.5869,1
USR_D111714_DRIVER,USR_RIDER_111714,0.6602,4.229,30.0,1.0,4.895,1.608,0.6945,1
USR_D111715_DRIVER,USR_RIDER_111715,0.5906,3.678,2.7,0.0,4.03,1.297,0.4056,0
USR_D111716_DRIVER,USR_RIDER_111716,0.4819,2.433,44.1,0.0,4.338,3.083,0.5574,1
USR_D111717_DRIVER,USR_RIDER_111717,0.2971,4.63,37.7,1.0,4.369,3.292,0.524,0
USR_D111718_DRIVER,USR_RIDER_111718,0.4896,1.732,0.3,1.0,4.106,0.544,0.5481,0
USR_D111719_DRIVER,USR_RIDER_111719,0.2853,1.711,17.2,0.0,3.809,1.396,0.4644,0
USR_D111720_DRIVER,USR_RIDER_111720,0.3315,6.741,27.1,0.0,4.451,0.84,0.4674,0
USR_D111721_DRIVER,USR_RIDER_111721,0.8462,4.629,60.0,0.0,4.389,1.767,0.6838,1
USR_D111722_DRIVER,USR_RIDER_111722,0.8317,2.716,14.0,0.0,3.896,0.938,0.5615,1
USR_D111723_DRIVER,USR_RIDER_111723,0.082,1.001,4.2,0.0,4.106,0.071,0.2934,0
USR_D111724_DRIVER,USR_RIDER_111724,0.6455,0.749,40.0,0.0,4.121,3.14,0.6112,1
USR_D111725_DRIVER,USR_RIDER_111725,0.3649,5.909,21.6,0.0,4.042,0.823,0.4136,0
USR_D111726_DRIVER,USR_RIDER_111726,0.5449,7.761,1.1,1.0,4.373,1.524,0.3881,0
USR_D111727_DRIVER,USR_RIDER_111727,0.371,0.536,15.2,0.0,3.878,0.859,0.5786,1
USR_D111728_DRIVER,USR_RIDER_111728,0.3568,4.264,32.5,1.0,4.921,1.383,0.5655,1
USR_D111729_DRIVER,USR_RIDER_111729,0.6802,4.291,9.6,1.0,4.69,1.371,0.7079,1
USR_D111730_DRIVER,USR_RIDER_111730,0.2828,0.952,35.4,0.0,3.85,0.341,0.5634,1
USR_D111731_DRIVER,USR_RIDER_111731,0.5802,1.596,14.2,1.0,4.281,1.409,0.6653,1
USR_D111732_DRIVER,USR_RIDER_111732,0.3743,9.489,24.0,0.0,4.109,0.901,0.3332,0
USR_D111733_DRIVER,USR_RIDER_111733,0.5902,8.473,8.6,1.0,4.51,1.409,0.4854,0
USR_D111734_DRIVER,USR_RIDER_111734,0.686,0.913,23.6,1.0,4.265,1.362,0.724,1
USR_D111735_DRIVER,USR_RIDER_111735,0.584,1.049,15.7,1.0,4.148,0.782,0.6765,1
USR_D111736_DRIVER,USR_RIDER_111736,0.8745,1.604,24.2,1.0,4.544,1.849,0.7077,1
USR_D111737_DRIVER,USR_RIDER_111737,0.3193,3.448,39.5,0.0,3.826,0.632,0.4534,0
USR_D111738_DRIVER,USR_RIDER_111738,0.4426,3.301,4.6,0.0,4.667,0.857,0.5112,0
USR_D111739_DRIVER,USR_RIDER_111739,0.5803,7.884,4.2,0.0,4.136,1.818,0.2831,0
USR_D111740_DRIVER,USR_RIDER_111740,0.6837,0.999,16.5,0.0,3.7,0.932,0.5472,0
USR_D111741_DRIVER,USR_RIDER_111741,0.5191,0.782,0.0,1.0,3.404,0.106,0.6196,1
USR_D111742_DRIVER,USR_RIDER_111742,0.3413,1.965,16.4,1.0,4.804,0.209,0.5816,1
USR_D111743_DRIVER,USR_RIDER_111743,0.2101,1.359,43.5,0.0,3.867,0.136,0.5157,0
USR_D111744_DRIVER,USR_RIDER_111744,0.7489,2.536,30.6,1.0,4.257,0.394,0.7149,1
USR_D111745_DRIVER,USR_RIDER_111745,0.464,1.922,22.1,1.0,4.136,2.175,0.5983,1
USR_D111746_DRIVER,USR_RIDER_111746,0.0888,0.812,23.4,1.0,3.608,2.553,0.4719,0
USR_D111747_DRIVER,USR_RIDER_111747,0.2758,3.745,0.0,0.0,4.748,2.699,0.3148,0
USR_D111748_DRIVER,USR_RIDER_111748,0.4591,0.429,24.6,0.0,4.148,0.896,0.545,0
USR_D111749_DRIVER,USR_RIDER_111749,0.4613,3.038,44.1,1.0,4.322,1.31,0.5937,1
USR_D111750_DRIVER,USR_RIDER_111750,0.3896,0.037,0.4,0.0,4.423,0.36,0.4763,0
USR_D111751_DRIVER,USR_RIDER_111751,0.7449,4.291,30.1,1.0,3.799,0.362,0.7243,1
USR_D111752_DRIVER,USR_RIDER_111752,0.7142,2.297,32.5,0.0,4.388,1.259,0.5812,1
USR_D111753_DRIVER,USR_RIDER_111753,0.7046,4.879,26.5,1.0,4.338,1.012,0.7054,1
USR_D111754_DRIVER,USR_RIDER_111754,0.5632,1.054,0.0,1.0,3.859,0.224,0.6298,1
USR_D111755_DRIVER,USR_RIDER_111755,0.8162,1.065,31.2,0.0,4.537,0.123,0.7131,1
USR_D111756_DRIVER,USR_RIDER_111756,0.3289,2.944,15.5,0.0,4.951,2.004,0.3836,0
USR_D111757_DRIVER,USR_RIDER_111757,0.7317,1.872,33.0,1.0,4.886,0.549,0.7392,1
USR_D111758_DRIVER,USR_RIDER_111758,0.6527,0.629,12.1,1.0,3.837,1.456,0.6314,1
USR_D111759_DRIVER,USR_RIDER_111759,0.2927,1.129,18.6,1.0,4.822,0.323,0.6337,1
USR_D111760_DRIVER,USR_RIDER_111760,0.6143,0.559,37.9,1.0,4.252,1.188,0.6587,1
USR_D111761_DRIVER,USR_RIDER_111761,0.8051,1.762,27.2,0.0,3.724,3.461,0.6681,1
USR_D111762_DRIVER,USR_RIDER_111762,0.215,2.771,7.6,0.0,3.677,1.885,0.3207,0
USR_D111763_DRIVER,USR_RIDER_111763,0.1893,1.438,21.6,1.0,4.931,0.717,0.5777,1
USR_D111764_DRIVER,USR_RIDER_111764,0.4869,2.601,9.2,1.0,4.336,2.951,0.6403,1
USR_D111765_DRIVER,USR_RIDER_111765,0.5553,1.327,3.6,0.0,4.524,1.088,0.4774,0
USR_D111766_DRIVER,USR_RIDER_111766,0.6627,5.996,23.1,1.0,4.771,2.016,0.5821,1
USR_D111767_DRIVER,USR_RIDER_111767,0.6609,3.913,0.0,0.0,4.622,1.241,0.5022,0
USR_D111768_DRIVER,USR_RIDER_111768,0.0948,5.531,16.0,0.0,4.826,1.294,0.2546,0
USR_D111769_DRIVER,USR_RIDER_111769,0.9568,2.549,46.4,0.0,3.719,1.346,0.7141,1
USR_D111770_DRIVER,USR_RIDER_111770,0.5149,3.295,20.5,1.0,4.464,0.213,0.5808,1
USR_D111771_DRIVER,USR_RIDER_111771,0.4203,1.226,32.8,1.0,4.281,2.086,0.5893,1
USR_D111772_DRIVER,USR_RIDER_111772,0.1234,0.297,9.2,0.0,4.276,1.292,0.3731,0
USR_D111773_DRIVER,USR_RIDER_111773,0.9466,1.542,6.6,1.0,3.989,4.038,0.6342,1
USR_D111774_DRIVER,USR_RIDER_111774,0.5105,3.592,24.6,1.0,3.879,3.501,0.5096,0
USR_D111775_DRIVER,USR_RIDER_111775,0.5365,5.705,32.3,1.0,4.705,0.645,0.6027,1
USR_D111776_DRIVER,USR_RIDER_111776,0.68,0.457,10.8,1.0,4.369,0.816,0.651,1
USR_D111777_DRIVER,USR_RIDER_111777,0.1099,5.827,23.7,0.0,3.91,1.109,0.3061,0
USR_D111778_DRIVER,USR_RIDER_111778,0.6195,3.538,23.2,1.0,4.469,1.342,0.619,1
USR_D111779_DRIVER,USR_RIDER_111779,0.1006,1.093,12.1,1.0,4.249,1.18,0.5318,0
USR_D111780_DRIVER,USR_RIDER_111780,0.5135,4.044,0.0,1.0,3.904,0.533,0.583,1
USR_D111781_DRIVER,USR_RIDER_111781,0.2362,3.797,0.0,1.0,4.674,0.81,0.4915,0
USR_D111782_DRIVER,USR_RIDER_111782,0.193,1.273,20.9,1.0,4.35,2.387,0.5094,0
USR_D111783_DRIVER,USR_RIDER_111783,0.3731,4.325,36.8,1.0,4.45,0.169,0.6291,1
USR_D111784_DRIVER,USR_RIDER_111784,0.7212,0.899,39.3,1.0,3.927,2.279,0.8062,1
USR_D111785_DRIVER,USR_RIDER_111785,0.795,3.992,23.2,0.0,3.872,1.973,0.5355,0
USR_D111786_DRIVER,USR_RIDER_111786,0.7322,5.319,52.8,0.0,3.977,0.583,0.5924,1
USR_D111787_DRIVER,USR_RIDER_111787,0.2462,1.907,20.4,1.0,3.756,0.113,0.5667,1
USR_D111788_DRIVER,USR_RIDER_111788,0.2558,7.771,1.4,0.0,3.681,1.454,0.1549,0
USR_D111789_DRIVER,USR_RIDER_111789,0.2661,7.892,16.9,1.0,4.409,0.04,0.4455,0
USR_D111790_DRIVER,USR_RIDER_111790,0.6325,0.682,0.0,0.0,3.922,2.605,0.5045,0
USR_D111791_DRIVER,USR_RIDER_111791,0.2468,1.777,4.3,1.0,3.806,1.204,0.5979,1
USR_D111792_DRIVER,USR_RIDER_111792,0.3048,6.483,19.2,0.0,4.692,2.745,0.3869,0
USR_D111793_DRIVER,USR_RIDER_111793,0.6348,3.225,31.6,1.0,4.361,2.546,0.7037,1
USR_D111794_DRIVER,USR_RIDER_111794,0.7186,3.117,48.7,0.0,4.293,1.333,0.6924,1
USR_D111795_DRIVER,USR_RIDER_111795,0.4283,5.499,22.5,1.0,3.36,0.871,0.3991,0
USR_D111796_DRIVER,USR_RIDER_111796,0.6689,6.256,7.9,0.0,3.922,2.047,0.4214,0
USR_D111797_DRIVER,USR_RIDER_111797,0.7332,2.964,9.1,0.0,3.644,0.727,0.5307,0
USR_D111798_DRIVER,USR_RIDER_111798,0.1366,5.342,16.4,1.0,4.939,0.665,0.3992,0
USR_D111799_DRIVER,USR_RIDER_111799,0.8547,4.751,10.4,1.0,4.058,2.183,0.5655,1
USR_D111800_DRIVER,USR_RIDER_111800,0.4174,2.399,42.5,0.0,4.611,0.06,0.5768,1
USR_D111801_DRIVER,USR_RIDER_111801,0.3787,5.791,16.0,0.0,3.849,0.957,0.3573,0
USR_D111802_DRIVER,USR_RIDER_111802,0.1971,2.215,23.5,0.0,4.121,1.151,0.4453,0
USR_D111803_DRIVER,USR_RIDER_111803,0.6801,0.688,28.9,0.0,4.451,0.424,0.6577,1
USR_D111804_DRIVER,USR_RIDER_111804,0.876,6.803,0.9,0.0,3.961,1.425,0.4463,0
USR_D111805_DRIVER,USR_RIDER_111805,0.1112,1.646,36.5,0.0,4.265,0.551,0.4803,0
USR_D111806_DRIVER,USR_RIDER_111806,0.731,6.237,13.7,1.0,4.259,0.212,0.5616,1
USR_D111807_DRIVER,USR_RIDER_111807,0.5272,4.656,2.8,1.0,4.346,3.113,0.4684,0
USR_D111808_DRIVER,USR_RIDER_111808,0.4451,0.412,14.6,0.0,4.861,1.234,0.5087,0
USR_D111809_DRIVER,USR_RIDER_111809,0.9312,4.7,9.7,1.0,4.053,1.643,0.5653,1
USR_D111810_DRIVER,USR_RIDER_111810,0.3957,0.914,0.0,1.0,4.454,2.948,0.5474,0
USR_D111811_DRIVER,USR_RIDER_111811,0.4869,3.819,12.6,0.0,4.939,0.463,0.3721,0
USR_D111812_DRIVER,USR_RIDER_111812,0.7602,5.956,25.2,1.0,3.953,0.893,0.5934,1
USR_D111813_DRIVER,USR_RIDER_111813,0.6787,1.778,8.6,0.0,4.874,1.223,0.5817,1
USR_D111814_DRIVER,USR_RIDER_111814,0.3856,4.66,35.5,0.0,4.202,1.725,0.4746,0
USR_D111815_DRIVER,USR_RIDER_111815,0.6002,5.405,30.6,1.0,4.93,1.389,0.7251,1
USR_D111816_DRIVER,USR_RIDER_111816,0.9511,0.935,11.5,0.0,3.227,1.907,0.577,1
USR_D111817_DRIVER,USR_RIDER_111817,0.815,2.741,24.2,0.0,4.493,1.155,0.7169,1
USR_D111818_DRIVER,USR_RIDER_111818,0.7752,3.831,0.0,0.0,4.106,0.173,0.4592,0
USR_D111819_DRIVER,USR_RIDER_111819,0.3889,1.687,25.1,1.0,4.545,1.67,0.6244,1
USR_D111820_DRIVER,USR_RIDER_111820,0.6493,3.49,47.7,0.0,4.628,0.18,0.5976,1
USR_D111821_DRIVER,USR_RIDER_111821,0.2309,3.025,0.0,1.0,3.431,2.204,0.414,0
USR_D111822_DRIVER,USR_RIDER_111822,0.7831,7.553,16.2,0.0,4.683,0.009,0.5337,0
USR_D111823_DRIVER,USR_RIDER_111823,0.4979,1.889,19.8,1.0,4.921,2.33,0.5793,1
USR_D111824_DRIVER,USR_RIDER_111824,0.4322,3.482,32.9,0.0,3.863,2.392,0.4072,0
USR_D111825_DRIVER,USR_RIDER_111825,0.7114,0.923,12.6,1.0,4.06,0.627,0.7065,1
USR_D111826_DRIVER,USR_RIDER_111826,0.5697,4.712,12.5,0.0,4.42,0.877,0.3991,0
USR_D111827_DRIVER,USR_RIDER_111827,0.8511,2.1,30.0,1.0,3.62,0.871,0.7791,1
USR_D111828_DRIVER,USR_RIDER_111828,0.5712,6.622,0.4,0.0,4.296,1.483,0.3459,0
USR_D111829_DRIVER,USR_RIDER_111829,0.5436,1.042,41.9,0.0,4.169,1.294,0.6846,1
USR_D111830_DRIVER,USR_RIDER_111830,0.6306,0.047,34.4,1.0,3.721,0.4,0.8376,1
USR_D111831_DRIVER,USR_RIDER_111831,0.6749,3.769,7.0,1.0,4.859,0.716,0.6323,1
USR_D111832_DRIVER,USR_RIDER_111832,0.6239,7.111,1.0,0.0,3.213,2.429,0.3029,0
USR_D111833_DRIVER,USR_RIDER_111833,0.7331,3.593,16.0,0.0,3.861,0.307,0.5706,1
USR_D111834_DRIVER,USR_RIDER_111834,0.5263,2.574,7.4,1.0,3.649,1.68,0.5784,1
USR_D111835_DRIVER,USR_RIDER_111835,0.5598,2.428,35.9,0.0,4.269,0.49,0.5285,0
USR_D111836_DRIVER,USR_RIDER_111836,0.4349,0.668,13.3,0.0,4.214,1.474,0.3817,0
USR_D111837_DRIVER,USR_RIDER_111837,0.4208,3.699,34.2,1.0,4.088,1.395,0.5719,1
USR_D111838_DRIVER,USR_RIDER_111838,0.2426,2.805,0.0,1.0,4.532,1.586,0.4518,0
USR_D111839_DRIVER,USR_RIDER_111839,0.7073,7.171,3.8,0.0,3.663,1.47,0.326,0
USR_D111840_DRIVER,USR_RIDER_111840,0.6895,3.339,31.5,1.0,4.332,1.135,0.6871,1
USR_D111841_DRIVER,USR_RIDER_111841,0.3915,1.375,0.6,1.0,3.894,2.099,0.5859,1
USR_D111842_DRIVER,USR_RIDER_111842,0.575,1.364,10.5,1.0,4.064,0.093,0.6466,1
USR_D111843_DRIVER,USR_RIDER_111843,0.4242,6.42,46.0,0.0,4.378,1.383,0.4976,0
USR_D111844_DRIVER,USR_RIDER_111844,0.2492,3.381,7.5,0.0,4.257,0.138,0.3508,0
USR_D111845_DRIVER,USR_RIDER_111845,0.4926,1.934,34.5,0.0,4.615,0.428,0.6423,1
USR_D111846_DRIVER,USR_RIDER_111846,0.0212,0.652,13.6,1.0,4.336,2.228,0.5083,0
USR_D111847_DRIVER,USR_RIDER_111847,0.3552,0.314,35.3,1.0,4.054,1.128,0.7146,1
USR_D111848_DRIVER,USR_RIDER_111848,0.7868,0.24,18.7,1.0,3.975,0.264,0.6271,1
USR_D111849_DRIVER,USR_RIDER_111849,0.2144,0.847,16.0,1.0,4.231,0.248,0.6488,1
USR_D111850_DRIVER,USR_RIDER_111850,0.5355,2.011,24.5,0.0,4.635,0.346,0.6114,1
USR_D111851_DRIVER,USR_RIDER_111851,0.481,5.408,25.1,0.0,4.15,0.612,0.4146,0
USR_D111852_DRIVER,USR_RIDER_111852,0.5125,1.398,16.2,1.0,3.938,2.731,0.6185,1
USR_D111853_DRIVER,USR_RIDER_111853,0.8579,4.976,16.2,1.0,4.186,0.825,0.6888,1
USR_D111854_DRIVER,USR_RIDER_111854,0.8959,3.017,6.2,1.0,4.289,0.688,0.707,1
USR_D111855_DRIVER,USR_RIDER_111855,0.1406,3.51,13.5,0.0,3.917,1.847,0.3392,0
USR_D111856_DRIVER,USR_RIDER_111856,0.2652,2.09,21.5,1.0,4.549,0.515,0.6374,1
USR_D111857_DRIVER,USR_RIDER_111857,0.2976,2.259,21.9,1.0,4.586,0.301,0.5643,1
USR_D111858_DRIVER,USR_RIDER_111858,0.7394,5.448,41.6,1.0,4.089,2.563,0.6787,1
USR_D111859_DRIVER,USR_RIDER_111859,0.6692,0.284,43.7,1.0,3.889,1.339,0.7404,1
USR_D111860_DRIVER,USR_RIDER_111860,0.6704,3.113,0.0,0.0,3.719,0.404,0.397,0
USR_D111861_DRIVER,USR_RIDER_111861,0.4725,2.719,0.0,1.0,3.983,2.625,0.533,0
USR_D111862_DRIVER,USR_RIDER_111862,0.4992,8.712,52.3,0.0,4.142,0.47,0.4692,0
USR_D111863_DRIVER,USR_RIDER_111863,0.5769,3.07,23.4,0.0,3.574,0.037,0.5226,0
USR_D111864_DRIVER,USR_RIDER_111864,0.322,3.494,0.0,0.0,4.128,0.963,0.4016,0
USR_D111865_DRIVER,USR_RIDER_111865,0.4517,6.003,0.0,0.0,4.036,0.98,0.263,0
USR_D111866_DRIVER,USR_RIDER_111866,0.2746,2.467,29.7,1.0,4.11,1.87,0.5779,1
USR_D111867_DRIVER,USR_RIDER_111867,0.8079,1.931,5.6,1.0,4.629,1.656,0.7184,1
USR_D111868_DRIVER,USR_RIDER_111868,0.7966,3.09,0.0,1.0,4.716,1.744,0.673,1
USR_D111869_DRIVER,USR_RIDER_111869,0.2231,0.955,17.4,0.0,4.557,0.046,0.4778,0
USR_D111870_DRIVER,USR_RIDER_111870,0.1946,2.914,26.6,1.0,4.415,1.285,0.4943,0
USR_D111871_DRIVER,USR_RIDER_111871,0.6392,4.229,0.0,1.0,3.515,1.349,0.6167,1
USR_D111872_DRIVER,USR_RIDER_111872,0.1337,7.323,48.6,0.0,4.301,0.032,0.3633,0
USR_D111873_DRIVER,USR_RIDER_111873,0.5353,4.58,41.5,1.0,3.585,2.294,0.5523,1
USR_D111874_DRIVER,USR_RIDER_111874,0.4696,3.045,11.8,1.0,4.178,0.477,0.5704,1
USR_D111875_DRIVER,USR_RIDER_111875,0.9322,8.892,27.7,0.0,4.319,0.632,0.5685,1
USR_D111876_DRIVER,USR_RIDER_111876,0.7949,2.293,13.6,1.0,4.907,0.908,0.7648,1
USR_D111877_DRIVER,USR_RIDER_111877,0.3735,0.572,31.5,0.0,3.98,0.626,0.5294,0
USR_D111878_DRIVER,USR_RIDER_111878,0.3744,1.432,8.5,0.0,4.378,1.51,0.4761,0
USR_D111879_DRIVER,USR_RIDER_111879,0.4871,2.316,8.6,1.0,3.473,2.367,0.5847,1
USR_D111880_DRIVER,USR_RIDER_111880,0.6804,0.39,39.6,0.0,4.472,0.547,0.7531,1
USR_D111881_DRIVER,USR_RIDER_111881,0.3835,0.788,55.6,0.0,4.022,1.625,0.6531,1
USR_D111882_DRIVER,USR_RIDER_111882,0.7185,3.031,12.9,1.0,3.853,2.274,0.7215,1
USR_D111883_DRIVER,USR_RIDER_111883,0.2985,2.478,42.4,0.0,4.234,1.605,0.4361,0
USR_D111884_DRIVER,USR_RIDER_111884,0.7742,6.295,43.4,0.0,4.122,2.051,0.6091,1
USR_D111885_DRIVER,USR_RIDER_111885,0.2816,0.086,28.1,1.0,4.786,1.555,0.6961,1
USR_D111886_DRIVER,USR_RIDER_111886,0.3091,2.84,18.7,1.0,4.319,0.441,0.533,0
USR_D111887_DRIVER,USR_RIDER_111887,0.4044,2.766,36.2,0.0,4.444,1.798,0.5022,0
USR_D111888_DRIVER,USR_RIDER_111888,0.254,3.785,27.6,1.0,4.898,0.659,0.5091,0
USR_D111889_DRIVER,USR_RIDER_111889,0.7155,1.114,36.9,1.0,3.575,0.511,0.7879,1
USR_D111890_DRIVER,USR_RIDER_111890,0.7819,0.222,30.2,0.0,4.036,1.695,0.5861,1
USR_D111891_DRIVER,USR_RIDER_111891,0.2211,1.01,0.0,1.0,4.55,1.044,0.5673,1
USR_D111892_DRIVER,USR_RIDER_111892,0.3809,0.083,26.6,0.0,4.143,1.33,0.491,0
USR_D111893_DRIVER,USR_RIDER_111893,0.1429,4.693,8.4,1.0,3.966,2.59,0.4436,0
USR_D111894_DRIVER,USR_RIDER_111894,0.4765,1.609,15.4,0.0,4.098,2.603,0.4145,0
USR_D111895_DRIVER,USR_RIDER_111895,0.5031,1.87,32.8,1.0,4.136,0.101,0.5929,1
USR_D111896_DRIVER,USR_RIDER_111896,0.9261,4.831,37.7,0.0,4.304,1.224,0.6193,1
USR_D111897_DRIVER,USR_RIDER_111897,0.5649,2.154,4.1,0.0,4.606,0.935,0.5128,0
USR_D111898_DRIVER,USR_RIDER_111898,0.1448,2.806,16.3,0.0,3.847,1.335,0.3755,0
USR_D111899_DRIVER,USR_RIDER_111899,0.8912,0.853,13.2,0.0,4.736,1.1,0.7296,1
USR_D111900_DRIVER,USR_RIDER_111900,0.3261,2.178,0.0,1.0,4.697,2.259,0.5164,0
USR_D111901_DRIVER,USR_RIDER_111901,0.7324,1.515,48.7,1.0,4.132,1.247,0.7947,1
USR_D111902_DRIVER,USR_RIDER_111902,0.356,5.439,14.9,1.0,4.333,2.809,0.4399,0
USR_D111903_DRIVER,USR_RIDER_111903,0.8241,4.11,24.5,1.0,4.71,0.988,0.8086,1
